text,intent,task,slots,role
Do I have all the necessary tax documents for 2024?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Where can I find the latest tax form for my employment?,tax_documents,tax_form_latest,{},employee
I need to check if my tax documents for 2022 are available. Can you assist?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
What is the process to obtain my latest tax form?,tax_documents,tax_form_latest,{},employee
Can you tell me if my tax documents for 2023 have been distributed?,tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Where do I go to find my tax form for the last fiscal year?,tax_documents,tax_form_latest,{},employee
Could you point me to the latest tax form I should have?,tax_documents,tax_form_latest,{},employee
I think I might have missed my tax documents for 2024. Can you check?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Is my latest tax form accessible online?,tax_documents,tax_form_latest,{},employee
Can you verify if my tax documents for 2023 are complete?,tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Where should I look for my latest tax form?,tax_documents,tax_form_latest,{},employee
What tax documents are needed for the year 2024?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Can you help me find my tax form for the last year?,tax_documents,tax_form_latest,{},employee
I need to know if my tax documents for 2022 are finalized. Can you assist?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
Where can I access the latest tax form for my employment?,tax_documents,tax_form_latest,{},employee
Could you let me know how to retrieve my latest tax form?,tax_documents,tax_form_latest,{},employee
Can you check if my tax documents for 2024 are available?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Is there a way to get my tax form for the previous year?,tax_documents,tax_form_latest,{},employee
What do I need to prepare for my tax documents for 2023?,tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Where can I find the latest tax form I should have received?,tax_documents,tax_form_latest,{},employee
Could you confirm if my tax documents for 2022 are ready for review?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
How do I access my latest tax form?,tax_documents,tax_form_latest,{},employee
Can you help me find the latest tax form for my records?,tax_documents,tax_form_latest,{},employee
Is there a way to check if my tax documents for 2024 have been processed?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Where can I look for my latest tax form?,tax_documents,tax_form_latest,{},employee
What tax documents should I be aware of for 2023?,tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Can you check if my tax documents for 2022 are available?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
I think I need the latest tax form; can you help me with that?,tax_documents,tax_form_latest,{},employee
Can you provide the latest tax form I should use?,tax_documents,tax_form_latest,{},employee
"I'm looking for the tax documents for the year 2025, any idea where to find them?",tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Is there a specific tax form I should be using right now?,tax_documents,tax_form_latest,{},employee
What tax documents do I need to submit for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Could you let me know the latest tax form I should fill out?,tax_documents,tax_form_latest,{},employee
"I think I need to check the tax documents for 2025, can you assist?",tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Can you remind me what tax documents I need for the year 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Could you clarify which tax documents are necessary for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
I need the most recent tax form; can you help me locate it?,tax_documents,tax_form_latest,{},employee
What tax documents should I prepare for the upcoming year 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Is there a new tax form I need to be aware of?,tax_documents,tax_form_latest,{},employee
Can you provide information on the tax documents for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
What’s the latest tax form I should use for filing?,tax_documents,tax_form_latest,{},employee
Could you help me find the tax documents I need for the year 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Where can I access the latest tax form?,tax_documents,tax_form_latest,{},employee
What tax documents do I need to gather for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Can you tell me if there’s a new tax form available?,tax_documents,tax_form_latest,{},employee
I need to know what tax documents are required for the year 2025.,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
What’s the latest tax form I should be using right now?,tax_documents,tax_form_latest,{},employee
Could you remind me about the tax documents needed for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Is there a specific tax form I should be filling out currently?,tax_documents,tax_form_latest,{},employee
What tax documents are necessary for filing in 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Is there a new tax form I should be aware of?,tax_documents,tax_form_latest,{},employee
Where can I find the latest tax form?,tax_documents,tax_form_latest,{},employee
What tax documents do I need for the year 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
I'm looking for the latest tax form. Can you help me with that?,tax_documents,tax_form_latest,{},employee
What tax documents are required for 2024?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Can you point me to where I can find my tax form for last year?,tax_documents,tax_form_latest,{},employee
"I think I need to check my tax documents for 2023, can you assist?",tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Is there a way to access the latest tax forms?,tax_documents,tax_form_latest,{},employee
Could you remind me what tax documents I need for this year?,tax_documents,tax_document_year,"{""year"": ""2025""}",employee
"I need to know where to get the latest tax form, any ideas?",tax_documents,tax_form_latest,{},employee
Can you help me find the tax documents for 2022?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
"I think I misplaced my tax documents for 2024, how can I retrieve them?",tax_documents,tax_document_year,"{""year"": ""2024""}",employee
Where can I access the tax form for the current year?,tax_documents,tax_form_latest,{},employee
What tax documents are necessary for 2023?,tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Could you tell me where to find the latest tax form?,tax_documents,tax_form_latest,{},employee
"I need to check my tax documents for 2025, any guidance?",tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Can you direct me to the latest tax form available?,tax_documents,tax_form_latest,{},employee
"What tax documents should I have for this year, 2025?",tax_documents,tax_document_year,"{""year"": ""2025""}",employee
Where do I go to find my latest tax form?,tax_documents,tax_form_latest,{},employee
Can you help me with the tax documents for 2024?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
What is the latest tax form I need to submit?,tax_documents,tax_form_latest,{},employee
"I think I need to retrieve my tax documents for 2023, how do I do that?",tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Where can I find the current year's tax form?,tax_documents,tax_form_latest,{},employee
What tax documents are required for 2022?,tax_documents,tax_document_year,"{""year"": ""2022""}",employee
Can you provide information on the tax documents for 2024?,tax_documents,tax_document_year,"{""year"": ""2024""}",employee
"I need to find my tax documents for 2023, can you help?",tax_documents,tax_document_year,"{""year"": ""2023""}",employee
Where do I access the latest tax form?,tax_documents,tax_form_latest,{},employee
I'm looking for the latest tax form for our employees. Can you help me with that?,tax_documents,tax_form_latest,{},hr
What tax documents are required for 2024 for our staff?,tax_documents,tax_document_year,"{""year"": ""2024""}",hr
Can you point me to where I can find the tax form for last year for our team?,tax_documents,tax_form_latest,{},hr
"I think I need to check the tax documents for 2023 for our employees, can you assist?",tax_documents,tax_document_year,"{""year"": ""2023""}",hr
Is there a way to access the latest tax forms for our staff?,tax_documents,tax_form_latest,{},hr
What are the tax documents our employees should have for 2025?,tax_documents,tax_document_year,"{""year"": ""2025""}",hr
Where can I find the most recent tax form for our team?,tax_documents,tax_form_latest,{},hr
Could you remind me what tax documents our employees need for this year?,tax_documents,tax_document_year,"{""year"": ""2025""}",hr
